sample_id,display_order,authority_footing,doc_type,stratum_population,stratum_sample_n,sample_weight,document_id,date,year,president,url,source_file,vesting_clauses,generic_authority_matches,specific_authority_matches,operative_excerpt,full_text,primary_action_mode,agency_authority_reliance,reviewer_confidence,reviewer_notes
VA001,1,generic_plus_specific,executive_order,1415,40,35.37500000,659,"January 12, 2017",2017,Barack Obama,https://www.presidency.ucsb.edu/documents/executive-order-13760-exclusions-from-the-federal-labor-management-relations-program,4_28_2026_build_dev.csv,"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 7103(b)(1) of title 5, United States Code, and in order to reflect the effects of the reorganization and restructuring of the Department of Defense on its agencies and subdivisions exempted from coverage under the Federal Labor-Management Relations Program,""]","[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 7""}, {""rule"": ""legal_title"", ""text"": ""title 5""}]","Section 1. Determinations. The agencies and subdivisions of the Department of Defense set forth in section 2 of this order are hereby determined to have as a primary function intelligence, counterintelligence, investigative, or national security work. It is further determined that chapter 71 of title 5, United States Code, cannot be applied to these subdivisions in a manner consistent with national security requirements and considerations.

Sec. 2. Department of Defense. Executive Order 12171 of November 19, 1979, as amended, is further amended by: (a) revising section 1-204 to read as follows: ""1-204. Agencies or subdivisions of the Department of the Army, Department of Defense: (a) Office of the Deputy Chief of Staff, G-2 (Intelligence), and all G-2 Intelligence offices within Army Commands, Army Service Component Commands, and Direct Reporting Units. (b) United States Army Intelligence and Security Command. (c) The following subdivisions of the United States Army Cyber Command (ARCYBER) and Second Army: (1) Headquarters, United States ARCYBER and Second Army. (2) Joint Forces Headquarters—Cyber. (3) Army Cyber Operations and Integration Center. (d) United States Army Intelligence Center of Excellence (USAICoE), United States Army Training and Doctrine Command (TRADOC). (e) United States Army Cyber Protection Brigade, United States Army Network Enterprise Technology Command. (f) 114th Signal Battalion, 21st Signal Brigade, United States Army Network Enterprise Technology Command. (g) 302nd Signal Battalion, 21st Signal Brigade, United States Army Network Enterprise Technology Command. (h) United States Army Criminal Investigation Command (USACIDC). (i) United States Army Special Operations Command (USASOC). (j) Rapid Equipping Force (REF), United States Army Training and Doctrine Command (TRADOC). (k) Asymmetric Warfare Group (AWG), United States Army Training and Doctrine Command (TRADOC).""; (b) revising section 1-205 to read as follows: ""1-205. Agencies or subdivisions of the Department of the Navy, Department of Defense: (a) Office of the Director of Naval Intelligence, and all Intelligence offices within Navy Commands, Navy Service Component Commands, and Direct Reporting Units, including the following: (1) Naval Intelligence Activity. (2) Office of Naval Intelligence. (3) Farragut Technical Analysis Center. (4) Nimitz Operational Intelligence Center. (5) Hopper Information Services Center. (6) Kennedy Irregular Warfare Center. (7) Brooks Center for Maritime Engagement. (b) Naval Criminal Investigative Service. (c) United States Fleet Cyber Command. (d) Headquarters, Marine Corps Intelligence Department and subordinate activities, United States Marine Corps. (e) Marine Forces Cyber Command, United States Marine Corps. (f) Naval Computer and Telecommunications Station, San Diego, Detachment, Naval Strategic Communications Unit, Tinker Air Force Base. (g) Naval Information Force Reserve, Navy Reserve Force. (h) Center for Information Warfare Training, Naval Education and Training Command. (i) Naval Special Warfare Command (NSW). (j) Marine Special Operations Command (MARSOC). (k) Navy Information Operations Commands and Detachments. (l) Naval Communications Security Material System.""; (c) revising section 1-206 to read as follows: ""1-206. Agencies or subdivisions of the Department of the Air Force, Department of Defense: (a) Headquarters, 24th Air Force and Air Forces Cyber, Joint Force Headquarters, Air Force Space Command, and the following elements under its operational control: (1) 67th Cyberspace Wing. (2) 624th Operations Center. (3) The following subdivisions of the 688th Cyberspace Operations Wing: (A) 318th Cyberspace Operations Group. (B) 688th Cyberspace Operations Group. (4) 5th Combat Communications Group. (b) Headquarters, 25th Air Force, Air Combat Command, and the following wings, groups, and elements under the operational control of the 25th Air Force: (1) 70th Intelligence, Surveillance and Reconnaissance Wing. (2) 363rd Intelligence, Surveillance and Reconnaissance Wing. (3) 480th Intelligence, Surveillance and Reconnaissance Wing. (4) 625th Operations Center. (5) The following subdivisions of the 9th Reconnaissance Wing: (A) 9th Operations Group. (B) 69th Reconnaissance Group. (6) 55th Operations Group, 55th Wing. (c) Air Force Technical Applications Center (AFTAC), 25th Air Force, Air Combat Command. (d) Office of the Deputy Chief of Staff, Intelligence, Surveillance and Reconnaissance (A2), Headquarters, United States Air Force, and all A2 staff within Air Force Commands, Air Force Service Component Commands, Field Operating Agencies, and Direct Reporting Units. (e) National Air and Space Intelligence Center and all elements under its operational control. (f) Air Force Special Operations Command (AFSOC), with the exception of the following subdivisions: (1) The following groups of the 1st Special Operations Wing, Hurlburt Field, Florida: (A) Mission Support Group. (B) Medical Group. (2) The following groups of the 27th Special Operations Wing, Cannon Air Force Base, New Mexico: (A) Mission Support Group. (B) Medical Group. (g) Air Force Office of Special Investigations. (h) 17th Training Wing, Air Education and Training Command, Goodfellow Air Force Base, Texas.""; (d) revising section 1-207 to read as follows: ""1-207. Defense Intelligence Agency, Department of Defense.""; (e) revising section 1-208 to read as follows: ""1-208. Defense Security Service, Department of Defense.""; (f) revising section 1-212 to read as follows: ""1-212. Agencies or subdivisions under the authority of the Chairman of the Joint Chiefs of Staff and the Commanders of the Combatant Commands, Department of Defense. (a) Office of the Chairman of the Joint Chiefs of Staff (OCJCS) and the Joint Staff. (b) United States Africa Command (USAFRICOM). (c) United States Central Command (USCENTCOM). (d) United States European Command (USEUCOM). (e) United States Pacific Command (USPACOM). (f) United St","By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 7103(b)(1) of title 5, United States Code, and in order to reflect the effects of the reorganization and restructuring of the Department of Defense on its agencies and subdivisions exempted from coverage under the Federal Labor-Management Relations Program, it is hereby ordered as follows:

Section 1. Determinations. The agencies and subdivisions of the Department of Defense set forth in section 2 of this order are hereby determined to have as a primary function intelligence, counterintelligence, investigative, or national security work. It is further determined that chapter 71 of title 5, United States Code, cannot be applied to these subdivisions in a manner consistent with national security requirements and considerations.

Sec. 2. Department of Defense. Executive Order 12171 of November 19, 1979, as amended, is further amended by:

(a) revising section 1-204 to read as follows:

""1-204. Agencies or subdivisions of the Department of the Army, Department of Defense:

(a) Office of the Deputy Chief of Staff, G-2 (Intelligence), and all G-2 Intelligence offices within Army Commands, Army Service Component Commands, and Direct Reporting Units.

(b) United States Army Intelligence and Security Command.

(c) The following subdivisions of the United States Army Cyber Command (ARCYBER) and Second Army:

(1) Headquarters, United States ARCYBER and Second Army.

(2) Joint Forces Headquarters—Cyber.

(3) Army Cyber Operations and Integration Center.

(d) United States Army Intelligence Center of Excellence (USAICoE), United States Army Training and Doctrine Command (TRADOC).

(e) United States Army Cyber Protection Brigade, United States Army Network Enterprise Technology Command.

(f) 114th Signal Battalion, 21st Signal Brigade, United States Army Network Enterprise Technology Command.

(g) 302nd Signal Battalion, 21st Signal Brigade, United States Army Network Enterprise Technology Command.

(h) United States Army Criminal Investigation Command (USACIDC).

(i) United States Army Special Operations Command (USASOC). (j) Rapid Equipping Force (REF), United States Army Training and Doctrine Command (TRADOC).

(k) Asymmetric Warfare Group (AWG), United States Army Training and Doctrine Command (TRADOC)."";

(b) revising section 1-205 to read as follows:

""1-205. Agencies or subdivisions of the Department of the Navy, Department of Defense:

(a) Office of the Director of Naval Intelligence, and all Intelligence offices within Navy Commands, Navy Service Component Commands, and Direct Reporting Units, including the following:

(1) Naval Intelligence Activity.

(2) Office of Naval Intelligence.

(3) Farragut Technical Analysis Center.

(4) Nimitz Operational Intelligence Center.

(5) Hopper Information Services Center.

(6) Kennedy Irregular Warfare Center.

(7) Brooks Center for Maritime Engagement.

(b) Naval Criminal Investigative Service.

(c) United States Fleet Cyber Command.

(d) Headquarters, Marine Corps Intelligence Department and subordinate activities, United States Marine Corps.

(e) Marine Forces Cyber Command, United States Marine Corps.

(f) Naval Computer and Telecommunications Station, San Diego, Detachment, Naval Strategic Communications Unit, Tinker Air Force Base.

(g) Naval Information Force Reserve, Navy Reserve Force.

(h) Center for Information Warfare Training, Naval Education and Training Command.

(i) Naval Special Warfare Command (NSW).

(j) Marine Special Operations Command (MARSOC).

(k) Navy Information Operations Commands and Detachments.

(l) Naval Communications Security Material System."";

(c) revising section 1-206 to read as follows:

""1-206. Agencies or subdivisions of the Department of the Air Force, Department of Defense:

(a) Headquarters, 24th Air Force and Air Forces Cyber, Joint Force Headquarters, Air Force Space Command, and the following elements under its operational control:

(1) 67th Cyberspace Wing. (2) 624th Operations Center.

(3) The following subdivisions of the 688th Cyberspace Operations Wing:

(A) 318th Cyberspace Operations Group.

(B) 688th Cyberspace Operations Group.

(4) 5th Combat Communications Group.

(b) Headquarters, 25th Air Force, Air Combat Command, and the following wings, groups, and elements under the operational control of the 25th Air Force:

(1) 70th Intelligence, Surveillance and Reconnaissance Wing.

(2) 363rd Intelligence, Surveillance and Reconnaissance Wing.

(3) 480th Intelligence, Surveillance and Reconnaissance Wing.

(4) 625th Operations Center.

(5) The following subdivisions of the 9th Reconnaissance Wing:

(A) 9th Operations Group.

(B) 69th Reconnaissance Group.

(6) 55th Operations Group, 55th Wing.

(c) Air Force Technical Applications Center (AFTAC), 25th Air Force, Air Combat Command.

(d) Office of the Deputy Chief of Staff, Intelligence, Surveillance and Reconnaissance (A2), Headquarters, United States Air Force, and all A2 staff within Air Force Commands, Air Force Service Component Commands, Field Operating Agencies, and Direct Reporting Units.

(e) National Air and Space Intelligence Center and all elements under its operational control.

(f) Air Force Special Operations Command (AFSOC), with the exception of the following subdivisions:

(1) The following groups of the 1st Special Operations Wing, Hurlburt Field, Florida:

(A) Mission Support Group.

(B) Medical Group.

(2) The following groups of the 27th Special Operations Wing, Cannon Air Force Base, New Mexico:

(A) Mission Support Group.

(B) Medical Group.

(g) Air Force Office of Special Investigations.

(h) 17th Training Wing, Air Education and Training Command, Goodfellow Air Force Base, Texas."";

(d) revising section 1-207 to read as follows:

""1-207. Defense Intelligence Agency, Department of Defense."";

(e) revising section 1-208 to read as follows:

""1-208. Defense Security Service, Department of Defense."";

(f) revising section 1-212 to read as follows:

""1-212. Agencies or subdivisions under the authority of the Chairman of the Joint Chiefs of Staff and the Commanders of the Combatant Commands, Department of Defense.

(a) Office of the Chairman of the Joint Chiefs of Staff (OCJCS) and the Joint Staff.

(b) United States Africa Command (USAFRICOM).

(c) United States Central Command (USCENTCOM).

(d) United States European Command (USEUCOM).

(e) United States Pacific Command (USPACOM).

(f) United States Southern Command (USSOUTHCOM).

(g) North American Aerospace Defense Command (NORAD).

(h) United States Northern Command (USNORTHCOM).

(i) Headquarters, United States Transportation Command (USTRANSCOM), and its subordinate command, the Joint Enabling Capabilities Command.

(j) United States Strategic Command (USSTRATCOM) and all components, centers, or sub-unified commands currently assigned to USSTRATCOM, including the following:

(1) United States Cyber Command (USCYBERCOM).

(2) Joint Functional Component Command—Global Strike (JFCC GS).

(3) Joint Functional Component Command—Space (JFCC Space).

(4) Joint Functional Component Command—Integrated Missile Defense (JFCC IMD).

(5) Joint Functional Component Command—Intelligence, Surveillance and Reconnaissance (JFCC ISR).

(6) USSTRATCOM Center for Combating Weapons of Mass Destruction (SCC WMD).

(7) Standing Joint Force Headquarters for Elimination (SJFHQ-E).

(8) Joint Warfare Analysis Center (JWAC).

(k) United States Special Operations Command (USSOCOM) and all components and sub-unified commands under its administrative and operational control, including the following:

(1) Components:

(A) Marine Special Operations Command (MARSOC).

(B) Naval Special Warfare Command (NSW). (C) Air Force Special Operations Command (AFSOC), with the exception of the following subdivisions:

(i) The following groups of the 1st Special Operations Wing, Hurlburt Field, Florida:

(I) Mission Support Group.

(II) Medical Group.

(ii) The following groups of the 27th Special Operations Wing, Cannon Air Force Base, New Mexico:

(I) Mission Support Group.

(II) Medical Group.

(D) United States Army Special Operations Command (USASOC).

(2) Sub-unified Commands:

(A) Joint Special Operations Command (JSOC).

(B) Special Operations Command Korea (SOCKOR).

(C) Special Operations Command Europe (SOCEUR).

(D) Special Operations Command South (SOCSOUTH).

(E) Special Operations Command Pacific (SOCPAC).

(F) Special Operations Command Africa (SOCAFRICA).

(G) Special Operations Command Central (SOCCENT).

(H) Special Operations Command North (SOCNORTH)."";

(g) revising section 1-215 to read as follows:

""Sec. 1-215. National Geospatial-Intelligence Agency (NGA), Department of Defense.""; and

(h) inserting after section 1-216 the following new sections:

""1-217. Defense Advanced Research Projects Agency, Department of Defense.

1-218. National Reconnaissance Office, Department of Defense.

1-219. Office of the Under Secretary of Defense for Intelligence, Department of Defense.

1-220. Field Detachment, Defense Contract Audit Agency, Department of Defense.

1-221. Special Programs Directorate, Defense Contract Management Agency, Department of Defense.

1-222. The following subdivisions of the Defense Information Systems Agency, Department of Defense:

(a) Joint Force Headquarters—Department of Defense Information Networks.

(b) White House Communications Agency.

1-223. The following subdivisions of the Defense Logistics Agency, Department of Defense:

(a) Defense Logistics Agency Intelligence.

(b) Joint Logistics Operations Center.

(c) Computer Emergency Response Team and Incident Response Branch.

1-224. Strategic Capabilities Office, Department of Defense."".

Sec. 3. General Provisions. (a) Nothing in this order shall be construed to impair or otherwise affect:

(i) the authority granted by law to an executive department or agency, or the head thereof, or the status of that department or agency within the Federal Government; or

(ii) the functions of the Director of the Office of Management and Budget relating to budgetary, administrative, or legislative proposals.

(b) This order shall be implemented consistent with applicable law and subject to the availability of appropriations.

(c) This order is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity by any party against the United States, its departments, agencies, or entities, its officers, employees, or agents, or any other person.

BARACK OBAMA

The White House,

January 12, 2017.",,,,
VA002,2,generic_plus_specific,executive_order,1415,40,35.37500000,1694,"August 09, 1990",1990,George Bush,https://www.presidency.ucsb.edu/documents/executive-order-12725-blocking-kuwaiti-government-property-and-prohibiting-transactions,4_28_2026_build_dev.csv,"[""By the authority vested in me as President by the Constitution and laws of the United States of America, including the International Emergency Economic Powers Act et seq.), the National Emergencies Act et seq.), section 301 of title 3 of the United States Code, and the United Nations Participation Act in view of United Nations Security Council Resolution No. 661 of August 6, 1990, and in order to take additional steps with respect to Iraq's invasion of Kuwait and the national emergency declared in Executive Order No. 12722, I, GEORGE BUSH, President of the United States of America,""]","[{""rule"": ""presidential_title_invocation"", ""text"": ""I, GEORGE BUSH, President of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the United Nations Participation Act""}, {""rule"": ""executive_order"", ""text"": ""Executive Order No. 12722""}]","Sec. 5. The Secretary of the Treasury, in consultation with the Secretary of State, is hereby authorized to take such actions, including the promulgation of rules and regulations, as may be necessary to carry out the purposes of this order. Such actions may include prohibiting or regulating payments or transfers of any property or any transactions involving the transfer of anything of economic value by any United States person to the Government of Kuwait, or to any Kuwaiti national or entity owned or controlled, directly or indirectly, by the Government of Kuwait or Kuwaiti nationals. The Secretary of the Treasury may redelegate any of these functions to other officers and agencies of the Federal Government. All agencies of the Federal Government are directed to take all appropriate measures within their authority to carry out the provisions of this order, including the suspension or termination of licenses or other authorizations in effect as of the date of this order.

Sec. 6. Executive Order No. 12723 of August 2, 1990, is hereby revoked to the extent inconsistent with this order. All delegations, rules, regulations, orders, licenses, and other forms of administrative action made, issued, or otherwise taken under Executive Order No. 12723 and not revoked administratively shall remain in full force and effect under this order until amended, modified, or terminated by proper authority. The revocation of any provision of Executive Order No. 12723 pursuant to this section shall not affect any violation of any rules, regulations, orders, licenses, or other forms of administrative action under that order during the period that such provision of that order was in effect. This order shall be transmitted to the Congress and published in the Federal Register.","By the authority vested in me as President by the Constitution and laws of the United States of America, including the International Emergency Economic Powers Act et seq.), the National Emergencies Act et seq.), section 301 of title 3 of the United States Code, and the United Nations Participation Act in view of United Nations Security Council Resolution No. 661 of August 6, 1990, and in order to take additional steps with respect to Iraq's invasion of Kuwait and the national emergency declared in Executive Order No. 12722,

I, GEORGE BUSH, President of the United States of America, hereby order:

Section 1. Except to the extent provided in regulations that may hereafter be issued pursuant to this order, all property and interests in property of the Government of Kuwait that are in the United States, that hereafter come within the United States, or that are or hereafter come within the possession or control of United States persons, including their overseas branches, are blocked.

Sec. 2. The following are prohibited, except to the extent provided in regulations that may hereafter be issued pursuant to this order:

(a) The importation into the United States of any goods or services of Kuwait origin, or any activity that promotes or is intended to promote such importation;

(b) The exportation to Kuwait, or to any entity operated from Kuwait or owned or controlled by the Government of Kuwait, directly or indirectly, of any goods, technology (including technical data or other information), or services either (i) from the United States, or (ii) requiring the issuance of a license by a Federal agency, or any activity that promotes or is intended to promote such exportation, except donations of articles intended to relieve human suffering, such as food and supplies intended strictly for medical purposes;

(c) Any dealing by a United States person related to property of Kuwaiti origin exported from Kuwait after August 6, 1990, or property intended for exportation from Kuwait to any country or exportation to Kuwait from any country, or any activity of any kind that promotes or is intended to promote such dealing;

(d) Any transaction by a United States person relating to travel by any United States citizen or permanent resident alien to Kuwait, or to activities by any such person within Kuwait, after the date of this order, other than transactions necessary to effect (i) such person's departure from Kuwait, (ii) travel and activities for the conduct of the official business of the Federal Government or the United Nations, or (iii) travel for journalistic activity by persons regularly employed in such capacity by a news-gathering organization;

(e) Any transaction by a United States person relating to transportation to or from Kuwait; the provision of transportation to or from the United States by any Kuwaiti person or any vessel or aircraft of Kuwaiti registration; or the sale in the United States by any person holding authority under the Federal Aviation Act of 1958, as amended et seq.), of any transportation by air that includes any stop in Kuwait;

(f) The performance by any United States person of any contract, including a financing contract, in support of an industrial, commercial, public utility, or governmental project in Kuwait;

(g) Except as otherwise authorized herein, any commitment or transfer, direct or indirect, of funds, or other financial or economic resources by any United States person to the Government of Kuwait or any other person in Kuwait;

(h) Any transaction by any United States person that evades or avoids, or has the purpose of evading or avoiding, any of the prohibitions set forth in this order.

Sec. 3. For purposes of this order:

(a) the term ""United States person"" means any United States citizen, permanent resident alien, juridical person organized under the laws of the United States (including foreign branches), or any person in the United States, and vessels of U.S. registration.

(b) the term ""Government of Kuwait"" includes the Government of Kuwait or any entity purporting to be the Government of Kuwait, its agencies, instrumentalities and controlled entities, and the Central Bank of Kuwait.

Sec. 4. This order is effective immediately.

Sec. 5. The Secretary of the Treasury, in consultation with the Secretary of State, is hereby authorized to take such actions, including the promulgation of rules and regulations, as may be necessary to carry out the purposes of this order. Such actions may include prohibiting or regulating payments or transfers of any property or any transactions involving the transfer of anything of economic value by any United States person to the Government of Kuwait, or to any Kuwaiti national or entity owned or controlled, directly or indirectly, by the Government of Kuwait or Kuwaiti nationals. The Secretary of the Treasury may redelegate any of these functions to other officers and agencies of the Federal Government. All agencies of the Federal Government are directed to take all appropriate measures within their authority to carry out the provisions of this order, including the suspension or termination of licenses or other authorizations in effect as of the date of this order.

Sec. 6. Executive Order No. 12723 of August 2, 1990, is hereby revoked to the extent inconsistent with this order. All delegations, rules, regulations, orders, licenses, and other forms of administrative action made, issued, or otherwise taken under Executive Order No. 12723 and not revoked administratively shall remain in full force and effect under this order until amended, modified, or terminated by proper authority. The revocation of any provision of Executive Order No. 12723 pursuant to this section shall not affect any violation of any rules, regulations, orders, licenses, or other forms of administrative action under that order during the period that such provision of that order was in effect.

This order shall be transmitted to the Congress and published in the Federal Register.

George Bush

The White House,

August 9, 1990.",,,,
VA003,3,generic_plus_specific,memorandum,798,25,31.92000000,8667,"November 01, 2024",2024,"Joseph R. Biden, Jr.",https://www.presidency.ucsb.edu/documents/memorandum-delegation-authority-under-section-614a1-the-foreign-assistance-act-1961-7,4_28_2026_build_dev.csv,"[""Under Section 614(a)(1) of the Foreign Assistance Act of 1961 By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 621 of the Foreign Assistance Act of 1961 (FAA),""]","[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""Section 6""}, {""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""named_act"", ""text"": ""the Foreign Assistance Act of 1961""}, {""rule"": ""named_act"", ""text"": ""the Foreign Assistance Act of 1961""}]",I hereby delegate to the Secretary of State the authority under section 614(a)(1) of the FAA to determine whether it is important to the security interests of the United States to furnish up to $76 million in assistance to Ukraine without regard to any provision of law within the purview of section 614(a)(1) of the FAA.,"Memorandum for the Secretary of State

Subject: Delegation of Authority Under Section 614(a)(1) of the Foreign Assistance Act of 1961

By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 621 of the Foreign Assistance Act of 1961 (FAA), I hereby delegate to the Secretary of State the authority under section 614(a)(1) of the FAA to determine whether it is important to the security interests of the United States to furnish up to $76 million in assistance to Ukraine without regard to any provision of law within the purview of section 614(a)(1) of the FAA.

You are authorized and directed to publish this memorandum in the Federal Register.

JOSEPH R. BIDEN, JR.",,,,
VA004,4,generic_plus_specific,executive_order,1415,40,35.37500000,4392,"January 26, 1949",1949,Harry S Truman,https://www.presidency.ucsb.edu/documents/executive-order-10030-administration-and-supervision-the-district-columbia-national-guard,4_28_2026_build_dev.csv,"[""By virtue of the authority vested in me by the Constitution and the laws of the United states, particularly section 6 of the act of March 1, 1889, 25 Stat. 773 (39 D.C. Code 112), and section 118 of the act of June 3, 1916, 39 Stat. 213 (32 U.S.C. 17),""]","[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United states""}]","[{""rule"": ""usc"", ""text"": ""32 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""statutes_at_large"", ""text"": ""25 Stat. 773""}, {""rule"": ""statutes_at_large"", ""text"": ""39 Stat. 213""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""referenced_act"", ""text"": ""the act""}]","The Secretary of Defense is authorized and directed to supervise and control, on behalf of the President and through such official or officials of the National Military Establishment as the said Secretary shall designate, the administration of the affairs of the District of Columbia National Guard: Provided, that the foregoing provision shall not be effective whenever the said National Guard is in active Federal service or on active emergency duty in the District of Columbia after being ordered to such duty pursuant to law. 2. The Secretary of Defense shall at such times as may be appropriate submit to the President recommendations with respect to the appointment of the Commanding General and the Adjutant General of the said National Guard.","By virtue of the authority vested in me by the Constitution and the laws of the United states, particularly section 6 of the act of March 1, 1889, 25 Stat. 773 (39 D.C. Code 112), and section 118 of the act of June 3, 1916, 39 Stat. 213 (32 U.S.C. 17), it is hereby ordered as follows:

1. The Secretary of Defense is authorized and directed to supervise and control, on behalf of the President and through such official or officials of the National Military Establishment as the said Secretary shall designate, the administration of the affairs of the District of Columbia National Guard: Provided, that the foregoing provision shall not be effective whenever the said National Guard is in active Federal service or on active emergency duty in the District of Columbia after being ordered to such duty pursuant to law.

2. The Secretary of Defense shall at such times as may be appropriate submit to the President recommendations with respect to the appointment of the Commanding General and the Adjutant General of the said National Guard.

HARRY S. TRUMAN

THE WHITE HOUSE,

January 26, 1949",,,,
VA005,5,generic_plus_specific,proclamation,3709,34,109.08823529,16636,"July 15, 1993",1993,William J. Clinton,https://www.presidency.ucsb.edu/documents/proclamation-6580-captive-nations-week-1993,4_28_2026_build_dev.csv,"[""Joint Resolution approved July 17, 1959 (73 Stat. 212), has authorized and requested the President to issue a proclamation designating the third week in July of each year as \""Captive Nations Week.\"" Now, Therefore, I, William J. Clinton, President of the United States of America,""]","[{""rule"": ""presidential_title_invocation"", ""text"": ""I, William J. Clinton, President of the United States of America""}]","[{""rule"": ""statutes_at_large"", ""text"": ""73 Stat. 212""}, {""rule"": ""joint_resolution"", ""text"": ""Joint Resolution""}]","For this reason, we must always remember the abuses that captive peoples have endured, continue to promote individual liberties, and call upon the nations of the world to protect human rights. The Congress, by Joint Resolution approved July 17, 1959 (73 Stat. 212), has authorized and requested the President to issue a proclamation designating the third week in July of each year as ""Captive Nations Week.""

do hereby proclaim July 11 through July 17, 1993, as Captive Nations Week.

I call upon the people of the United States to observe this week with appropriate ceremonies and activities. In doing this, I rededicate America to supporting the cause of human rights, democracy, peace, freedom, justice, and prosperity for all.","By the President of the United States of America

A Proclamation

Since 1959, when the Congress designated the third week of July as ""Captive Nations Week,"" Americans have set aside this week to remember those who suffer under the yoke of oppressive governments. Many brave people who sought freedom and liberty brought down these totalitarian regimes, and this week we recognize their sacrifices. But we must also rededicate ourselves to those who are still struggling in regions of the world where human rights and individual liberties are not upheld.

Over two centuries ago our forefathers fought for the cause of freedom and democracy, and these ideals have continued to be embraced by nations around the world. As America declared its independence, our country provided inspiration for all those who did not enjoy the rights that we held to be self-evident. We cannot abandon those we have encouraged. Our efforts in the former Soviet Union and Central and Eastern Europe have been rewarded by a wave of freedom throughout the region. Furthermore, these nations have proven their resolve and commitment to the difficult and frustrating transition to democratic, market-oriented systems that respect individual, social, political, and economic rights.

Yet today not everyone is free. There are still oppressive and authoritarian governments entrenched elsewhere in the world. Others are struggling for freedom and democracy, but need our help. Many nations in Latin America and Africa have been slower to introduce change. Tragically, even those in Europe are still threatened by atrocities fueled by ethnic hatred. For this reason, we must always remember the abuses that captive peoples have endured, continue to promote individual liberties, and call upon the nations of the world to protect human rights.

The Congress, by Joint Resolution approved July 17, 1959 (73 Stat. 212), has authorized and requested the President to issue a proclamation designating the third week in July of each year as ""Captive Nations Week.""

Now, Therefore, I, William J. Clinton, President of the United States of America, do hereby proclaim July 11 through July 17, 1993, as Captive Nations Week. I call upon the people of the United States to observe this week with appropriate ceremonies and activities. In doing this, I rededicate America to supporting the cause of human rights, democracy, peace, freedom, justice, and prosperity for all.

In Witness Whereof, I have hereunto set my hand this fifteenth day of July, in the year of our Lord nineteen hundred and ninety-three, and of the Independence of the United States of America the two hundred and eighteenth.

WILLIAM J. CLINTON",,,,
