document_id,document_type,identifier,title,date,url,exclusion_reason
334,executive_order,14085,expanding eligibility for certain military decorations and awards,"October 03, 2022",https://www.presidency.ucsb.edu/documents/executive-order-14085-expanding-eligibility-for-certain-military-decorations-and-awards,symbolic_honor
589,executive_order,13830,delegation authority approve certain military decorations,"April 20, 2018",https://www.presidency.ucsb.edu/documents/executive-order-13830-delegation-authority-approve-certain-military-decorations,symbolic_honor
696,executive_order,13723,establishing the inherent resolve campaign medal,"March 30, 2016",https://www.presidency.ucsb.edu/documents/executive-order-13723-establishing-the-inherent-resolve-campaign-medal,symbolic_honor
710,executive_order,13709,national security medal,"October 02, 2015",https://www.presidency.ucsb.edu/documents/executive-order-13709-national-security-medal,symbolic_honor
753,executive_order,13666,expanding eligibility for the defense meritorious service medal,"April 18, 2014",https://www.presidency.ucsb.edu/documents/executive-order-13666-expanding-eligibility-for-the-defense-meritorious-service-medal,symbolic_honor
1056,executive_order,13363,establishing the afghanistan and iraq campaign medals,"November 29, 2004",https://www.presidency.ucsb.edu/documents/executive-order-13363-establishing-the-afghanistan-and-iraq-campaign-medals,symbolic_honor
1258,executive_order,13161,establishment the presidential medal valor for public safety,"June 29, 2000",https://www.presidency.ucsb.edu/documents/executive-order-13161-establishment-the-presidential-medal-valor-for-public-safety,symbolic_honor
1406,executive_order,13013,amending executive order no 10163 the armed forces reserve medal,"August 06, 1996",https://www.presidency.ucsb.edu/documents/executive-order-13013-amending-executive-order-no-10163-the-armed-forces-reserve-medal,symbolic_honor
1434,executive_order,12985,establishing the armed forces service medal,"January 11, 1996",https://www.presidency.ucsb.edu/documents/executive-order-12985-establishing-the-armed-forces-service-medal,symbolic_honor
1589,executive_order,12830,establishing the military outstanding volunteer service medal,"January 09, 1993",https://www.presidency.ucsb.edu/documents/executive-order-12830-establishing-the-military-outstanding-volunteer-service-medal,symbolic_honor
1626,executive_order,12793,continuing the presidential service certificate and the presidential,"March 20, 1992",https://www.presidency.ucsb.edu/documents/executive-order-12793-continuing-the-presidential-service-certificate-and-the-presidential,symbolic_honor
1629,executive_order,12790,amending the order establishing the southwest asia service medal,"March 03, 1992",https://www.presidency.ucsb.edu/documents/executive-order-12790-amending-the-order-establishing-the-southwest-asia-service-medal,symbolic_honor
1643,executive_order,12776,extending the national defense service medal members the reserve,"October 08, 1991",https://www.presidency.ucsb.edu/documents/executive-order-12776-extending-the-national-defense-service-medal-members-the-reserve,symbolic_honor
2107,executive_order,12312,the meritorious service medal,"July 02, 1981",https://www.presidency.ucsb.edu/documents/executive-order-12312-the-meritorious-service-medal,symbolic_honor
2115,executive_order,12304,seal for the panama canal commission,"April 29, 1981",https://www.presidency.ucsb.edu/documents/executive-order-12304-seal-for-the-panama-canal-commission,symbol_design
2300,executive_order,12120,the honorable adolph dubs,"February 14, 1979",https://www.presidency.ucsb.edu/documents/executive-order-12120-the-honorable-adolph-dubs,memorial_half_staff
2400,executive_order,12019,defense meritorious service medal,"November 03, 1977",https://www.presidency.ucsb.edu/documents/executive-order-12019-defense-meritorious-service-medal,symbolic_honor
2493,executive_order,11926,the vice presidential service badge,"July 19, 1976",https://www.presidency.ucsb.edu/documents/executive-order-11926-the-vice-presidential-service-badge,symbolic_honor
2515,executive_order,11904,establishing the defense superior service medal,"February 06, 1976",https://www.presidency.ucsb.edu/documents/executive-order-11904-establishing-the-defense-superior-service-medal,symbolic_honor
2617,executive_order,11802,general creighton w abrams chief staff united states army,"September 04, 1974",https://www.presidency.ucsb.edu/documents/executive-order-11802-general-creighton-w-abrams-chief-staff-united-states-army,memorial_half_staff
2618,executive_order,11801,the honorable rodger p davies,"August 21, 1974",https://www.presidency.ucsb.edu/documents/executive-order-11801-the-honorable-rodger-p-davies,memorial_half_staff
2685,executive_order,11734,revising the membership the presidents committee the national medal,"July 30, 1973",https://www.presidency.ucsb.edu/documents/executive-order-11734-revising-the-membership-the-presidents-committee-the-national-medal,symbolic_honor
2714,executive_order,11705,the honorable cleo noel junior george curtis moore,"March 06, 1973",https://www.presidency.ucsb.edu/documents/executive-order-11705-the-honorable-cleo-noel-junior-george-curtis-moore,memorial_half_staff
2750,executive_order,11669,j edgar hoover,"May 02, 1972",https://www.presidency.ucsb.edu/documents/executive-order-11669-j-edgar-hoover,memorial_half_staff
2754,executive_order,11665,james f byrnes,"April 10, 1972",https://www.presidency.ucsb.edu/documents/executive-order-11665-james-f-byrnes,memorial_half_staff
2791,executive_order,11628,establishing seal for the environmental protection agency,"October 18, 1971",https://www.presidency.ucsb.edu/documents/executive-order-11628-establishing-seal-for-the-environmental-protection-agency,symbol_design
2799,executive_order,11620,the honorable hugo l black,"September 25, 1971",https://www.presidency.ucsb.edu/documents/executive-order-11620-the-honorable-hugo-l-black,memorial_half_staff
2917,executive_order,11502,enlarging the membership the presidents committee the national medal,"December 22, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11502-enlarging-the-membership-the-presidents-committee-the-national-medal,symbolic_honor
2925,executive_order,11494,establishing the presidential citizens medal,"November 13, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11494-establishing-the-presidential-citizens-medal,symbolic_honor
2938,executive_order,11481,the honorable everett mckinley dirksen,"September 10, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11481-the-honorable-everett-mckinley-dirksen,memorial_half_staff
2940,executive_order,11479,the honorable everett mckinley dirksen,"September 08, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11479-the-honorable-everett-mckinley-dirksen,memorial_half_staff
2971,executive_order,11448,establishing the meritorious service medal,"January 16, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11448-establishing-the-meritorious-service-medal,symbolic_honor
2972,executive_order,11446,authorizing the acceptance service medals and ribbons from,"January 16, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11446-authorizing-the-acceptance-service-medals-and-ribbons-from,symbolic_honor
3133,executive_order,11287,award and presentation the national medal science,"June 28, 1966",https://www.presidency.ucsb.edu/documents/executive-order-11287-award-and-presentation-the-national-medal-science,symbolic_honor
3149,executive_order,11271,fleet admiral chester e nimitz,"February 21, 1966",https://www.presidency.ucsb.edu/documents/executive-order-11271-fleet-admiral-chester-e-nimitz,memorial_half_staff
3187,executive_order,11233,adlai e stevenson,"July 14, 1965",https://www.presidency.ucsb.edu/documents/executive-order-11233-adlai-e-stevenson,memorial_half_staff
3189,executive_order,11231,establishing the vietnam service medal,"July 08, 1965",https://www.presidency.ucsb.edu/documents/executive-order-11231-establishing-the-vietnam-service-medal,symbolic_honor
3227,executive_order,11193,winston spencer churchill,"January 24, 1965",https://www.presidency.ucsb.edu/documents/executive-order-11193-winston-spencer-churchill,memorial_half_staff
3246,executive_order,11174,establishing the presidential service certificate and the,"September 01, 1964",https://www.presidency.ucsb.edu/documents/executive-order-11174-establishing-the-presidential-service-certificate-and-the,symbolic_honor
3282,executive_order,11139,authorizing acceptance the united nations medal and service ribbon,"January 07, 1964",https://www.presidency.ucsb.edu/documents/executive-order-11139-authorizing-acceptance-the-united-nations-medal-and-service-ribbon,symbolic_honor
3316,executive_order,11104,uss thresher,"April 12, 1963",https://www.presidency.ucsb.edu/documents/executive-order-11104-uss-thresher,memorial_half_staff
3323,executive_order,11096,establishing seal for the united states civil service commission,"February 28, 1963",https://www.presidency.ucsb.edu/documents/executive-order-11096-establishing-seal-for-the-united-states-civil-service-commission,symbol_design
3335,executive_order,11085,the presidential medal freedom,"February 22, 1963",https://www.presidency.ucsb.edu/documents/executive-order-11085-the-presidential-medal-freedom,symbolic_honor
3374,executive_order,11046,authorizing award the bronze star medal,"August 24, 1962",https://www.presidency.ucsb.edu/documents/executive-order-11046-authorizing-award-the-bronze-star-medal,symbolic_honor
3442,executive_order,10978,establishing presidential awards for significant contributions the,"December 05, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10978-establishing-presidential-awards-for-significant-contributions-the,symbolic_honor
3443,executive_order,10977,establishing the armed forces expeditionary medal,"December 04, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10977-establishing-the-armed-forces-expeditionary-medal,symbolic_honor
3460,executive_order,10961,providing procedures for the award the national medal science,"August 21, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10961-providing-procedures-for-the-award-the-national-medal-science,symbolic_honor
3476,executive_order,10942,amendment executive order no 10849 establishing seal for the,"May 19, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10942-amendment-executive-order-no-10849-establishing-seal-for-the,symbol_design
3510,executive_order,10910,providing for the design and award the national medal science,"January 17, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10910-providing-for-the-design-and-award-the-national-medal-science,symbolic_honor
3568,executive_order,10849,establishing seal for the national aeronautics and space,"November 27, 1959",https://www.presidency.ucsb.edu/documents/executive-order-10849-establishing-seal-for-the-national-aeronautics-and-space,symbol_design
3586,executive_order,10834,the flag the united states,"August 21, 1959",https://www.presidency.ucsb.edu/documents/executive-order-10834-the-flag-the-united-states,symbol_design
3591,executive_order,10829,fleet admiral william d leahy,"July 20, 1959",https://www.presidency.ucsb.edu/documents/executive-order-10829-fleet-admiral-william-d-leahy,memorial_half_staff
3664,executive_order,10756,the honorable frederick m dearborn jr,"February 26, 1958",https://www.presidency.ucsb.edu/documents/executive-order-10756-the-honorable-frederick-m-dearborn-jr,memorial_half_staff
3684,executive_order,10736,adopting official seal for the department the navy,"October 23, 1957",https://www.presidency.ucsb.edu/documents/executive-order-10736-adopting-official-seal-for-the-department-the-navy,symbol_design
3698,executive_order,10721,the honorable walter f george,"August 05, 1957",https://www.presidency.ucsb.edu/documents/executive-order-10721-the-honorable-walter-f-george,memorial_half_staff
3713,executive_order,10707,establishing seal for the united states coast guard,"May 06, 1957",https://www.presidency.ucsb.edu/documents/executive-order-10707-establishing-seal-for-the-united-states-coast-guard,symbol_design
3719,executive_order,10702,rear admiral richard e byrd,"March 12, 1957",https://www.presidency.ucsb.edu/documents/executive-order-10702-rear-admiral-richard-e-byrd,memorial_half_staff
3750,executive_order,10671,fleet admiral ernest j king,"June 26, 1956",https://www.presidency.ucsb.edu/documents/executive-order-10671-fleet-admiral-ernest-j-king,memorial_half_staff
3751,executive_order,10670,establishing flag for the united states army,"June 12, 1956",https://www.presidency.ucsb.edu/documents/executive-order-10670-establishing-flag-for-the-united-states-army,symbol_design
3867,executive_order,10555,establishing seal for the presidents committee employment the,"August 23, 1954",https://www.presidency.ucsb.edu/documents/executive-order-10555-establishing-seal-for-the-presidents-committee-employment-the,symbol_design
3912,executive_order,10510,establishing seal for the department health education and welfare,"December 17, 1953",https://www.presidency.ucsb.edu/documents/executive-order-10510-establishing-seal-for-the-department-health-education-and-welfare,symbol_design
3948,executive_order,10474,the honorable robert taft,"July 31, 1953",https://www.presidency.ucsb.edu/documents/executive-order-10474-the-honorable-robert-taft,memorial_half_staff
3974,executive_order,10448,establishing the national defense service medal,"April 22, 1953",https://www.presidency.ucsb.edu/documents/executive-order-10448-establishing-the-national-defense-service-medal,symbolic_honor
4028,executive_order,10396,establishing seal for the small defense plants administration,"September 18, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10396-establishing-seal-for-the-small-defense-plants-administration,symbol_design
4073,executive_order,10350,establishing seal for the federal civil defense administration,"May 14, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10350-establishing-seal-for-the-federal-civil-defense-administration,symbol_design
4086,executive_order,10336,amendment executive order no 9586 july 6 1945 establishing the medal,"April 03, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10336-amendment-executive-order-no-9586-july-6-1945-establishing-the-medal,symbolic_honor
4098,executive_order,10325,regulations governing the award the medal for humane action,"February 07, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10325-regulations-governing-the-award-the-medal-for-humane-action,symbolic_honor
4128,executive_order,10295,establishing seal for the united states court military appeals,"September 28, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10295-establishing-seal-for-the-united-states-court-military-appeals,symbol_design
4188,executive_order,10235,establishing seal for the economic stabilization agency,"April 25, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10235-establishing-seal-for-the-economic-stabilization-agency,symbol_design
4244,executive_order,10179,establishing the korean service medal,"November 08, 1950",https://www.presidency.ucsb.edu/documents/executive-order-10179-establishing-the-korean-service-medal,symbolic_honor
4260,executive_order,10163,the armed forces reserve medal,"September 25, 1950",https://www.presidency.ucsb.edu/documents/executive-order-10163-the-armed-forces-reserve-medal,symbolic_honor
10699,memorandum,,the presidential awards for design excellence,"July 12, 1994",https://www.presidency.ucsb.edu/documents/memorandum-the-presidential-awards-for-design-excellence,symbolic_honor
11979,proclamation,9999,greek independence day national day celebration greek and american,"March 24, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9999-greek-independence-day-national-day-celebration-greek-and-american,public_commemoration
11983,proclamation,9995,national poison prevention week 2020,"March 13, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9995-national-poison-prevention-week-2020,public_commemoration
11987,proclamation,9988,american red cross month 2020,"February 28, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9988-american-red-cross-month-2020,observance_designation
11988,proclamation,9989,irish american heritage month 2020,"February 28, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9989-irish-american-heritage-month-2020,public_commemoration
11989,proclamation,9990,womens history month 2020,"February 28, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9990-womens-history-month-2020,public_commemoration
11990,proclamation,9991,national consumer protection week 2020,"February 28, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9991-national-consumer-protection-week-2020,observance_designation
11991,proclamation,9986,career and technical education month 2020,"January 31, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9986-career-and-technical-education-month-2020,observance_designation
11994,proclamation,9987,national african american history month 2020,"January 31, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9987-national-african-american-history-month-2020,observance_designation
11995,proclamation,9985,american heart month 2020,"January 31, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9985-american-heart-month-2020,observance_designation
11996,proclamation,9981,national day remembrance the 75th anniversary the liberation auschwitz,"January 24, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9981-national-day-remembrance-the-75th-anniversary-the-liberation-auschwitz,public_commemoration
11997,proclamation,9982,national school choice week 2020,"January 24, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9982-national-school-choice-week-2020,observance_designation
12000,proclamation,9978,national sanctity human life day 2020,"January 21, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9978-national-sanctity-human-life-day-2020,observance_designation
12001,proclamation,9977,martin luther king jr federal holiday 2020,"January 17, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9977-martin-luther-king-jr-federal-holiday-2020,observance_designation
12002,proclamation,9976,religious freedom day 2020,"January 15, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9976-religious-freedom-day-2020,observance_designation
12003,proclamation,9975,national slavery and human trafficking prevention month 2020,"December 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9975-national-slavery-and-human-trafficking-prevention-month-2020,observance_designation
12006,proclamation,9972,human rights day bill rights day and human rights week 2019,"December 09, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9972-human-rights-day-bill-rights-day-and-human-rights-week-2019,public_commemoration
12007,proclamation,9971,national pearl harbor remembrance day 2019,"December 06, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9971-national-pearl-harbor-remembrance-day-2019,memorial_half_staff
12008,proclamation,9968,thanksgiving day 2019,"November 27, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9968-thanksgiving-day-2019,observance_designation
12009,proclamation,9970,world aids day 2019,"November 27, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9970-world-aids-day-2019,observance_designation
12010,proclamation,9969,national impaired driving prevention month 2019,"November 27, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9969-national-impaired-driving-prevention-month-2019,observance_designation
12011,proclamation,9967,national family week 2019,"November 22, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9967-national-family-week-2019,observance_designation
12012,proclamation,9966,american education week 2019,"November 15, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9966-american-education-week-2019,observance_designation
12013,proclamation,9965,world freedom day 2019,"November 08, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9965-world-freedom-day-2019,public_commemoration
12014,proclamation,9964,national apprenticeship week 2019,"November 08, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9964-national-apprenticeship-week-2019,observance_designation
12015,proclamation,9963,veterans day 2019,"November 07, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9963-veterans-day-2019,observance_designation
12016,proclamation,9956,critical infrastructure security and resilience month 2019,"October 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9956-critical-infrastructure-security-and-resilience-month-2019,public_commemoration
12017,proclamation,9960,national family caregivers month 2019,"October 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9960-national-family-caregivers-month-2019,observance_designation
12018,proclamation,9959,national entrepreneurship month 2019,"October 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9959-national-entrepreneurship-month-2019,public_commemoration
12019,proclamation,9958,national american history and founders month 2019,"October 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9958-national-american-history-and-founders-month-2019,public_commemoration
12020,proclamation,9962,national veterans and military families month 2019,"October 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9962-national-veterans-and-military-families-month-2019,observance_designation
12021,proclamation,9957,national adoption month 2019,"October 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9957-national-adoption-month-2019,observance_designation
12022,proclamation,9961,national native american heritage month 2019,"October 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9961-national-native-american-heritage-month-2019,public_commemoration
12024,proclamation,9954,united nations day 2019,"October 23, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9954-united-nations-day-2019,observance_designation
12027,proclamation,9951,death elijah e cummings,"October 17, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9951-death-elijah-e-cummings,memorial_half_staff
12028,proclamation,9949,columbus day 2019,"October 11, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9949-columbus-day-2019,public_commemoration
12029,proclamation,9948,national school lunch week 2019,"October 11, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9948-national-school-lunch-week-2019,observance_designation
12030,proclamation,9950,blind americans equality day 2019,"October 11, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9950-blind-americans-equality-day-2019,public_commemoration
12031,proclamation,9947,general pulaski memorial day 2019,"October 10, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9947-general-pulaski-memorial-day-2019,observance_designation
12032,proclamation,9946,leif erikson day 2019,"October 08, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9946-leif-erikson-day-2019,public_commemoration
12034,proclamation,9944,child health day 2019,"October 04, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9944-child-health-day-2019,observance_designation
12035,proclamation,9943,german american day 2019,"October 04, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9943-german-american-day-2019,public_commemoration
12036,proclamation,9942,fire prevention week 2019,"October 04, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9942-fire-prevention-week-2019,memorial_half_staff
12038,proclamation,9936,national breast cancer awareness month 2019,"September 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9936-national-breast-cancer-awareness-month-2019,observance_designation
12039,proclamation,9940,national substance abuse prevention month 2019,"September 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9940-national-substance-abuse-prevention-month-2019,observance_designation
12040,proclamation,9939,national energy awareness month 2019,"September 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9939-national-energy-awareness-month-2019,observance_designation
12041,proclamation,9938,national disability employment awareness month 2019,"September 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9938-national-disability-employment-awareness-month-2019,observance_designation
12042,proclamation,9937,national cybersecurity awareness month 2019,"September 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9937-national-cybersecurity-awareness-month-2019,observance_designation
12043,proclamation,9934,gold star mothers and familys day 2019,"September 27, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9934-gold-star-mothers-and-familys-day-2019,observance_designation
12044,proclamation,9935,national hunting and fishing day 2019,"September 27, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9935-national-hunting-and-fishing-day-2019,observance_designation
12045,proclamation,9933,national domestic violence awareness month 2019,"September 27, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9933-national-domestic-violence-awareness-month-2019,observance_designation
12048,proclamation,9930,national powmia recognition day 2019,"September 19, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9930-national-powmia-recognition-day-2019,public_commemoration
12049,proclamation,9929,constitution day citizenship day and constitution week 2019,"September 16, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9929-constitution-day-citizenship-day-and-constitution-week-2019,observance_designation
12050,proclamation,9926,national farm safety and health week 2019,"September 13, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9926-national-farm-safety-and-health-week-2019,observance_designation
12051,proclamation,9928,national gang violence prevention week 2019,"September 13, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9928-national-gang-violence-prevention-week-2019,public_commemoration
12053,proclamation,9925,patriot day 2019,"September 10, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9925-patriot-day-2019,memorial_half_staff
12054,proclamation,9924,minority enterprise development week 2019,"September 09, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9924-minority-enterprise-development-week-2019,public_commemoration
12055,proclamation,9923,opioid crisis awareness week 2019,"September 06, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9923-opioid-crisis-awareness-week-2019,observance_designation
12056,proclamation,9922,national historically black colleges and universities week 2019,"September 06, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9922-national-historically-black-colleges-and-universities-week-2019,public_commemoration
12057,proclamation,9921,national days prayer and remembrance 2019,"September 05, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9921-national-days-prayer-and-remembrance-2019,national_observance
12059,proclamation,9919,national preparedness month 2019,"August 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9919-national-preparedness-month-2019,observance_designation
12060,proclamation,9918,national childhood cancer awareness month 2019,"August 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9918-national-childhood-cancer-awareness-month-2019,observance_designation
12061,proclamation,9917,national alcohol and drug addiction recovery month 2019,"August 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9917-national-alcohol-and-drug-addiction-recovery-month-2019,public_commemoration
12062,proclamation,9916,womens equality day 2019,"August 23, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9916-womens-equality-day-2019,public_commemoration
12063,proclamation,9915,national employer support the guard and reserve week 2019,"August 16, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9915-national-employer-support-the-guard-and-reserve-week-2019,public_commemoration
12064,proclamation,9914,honoring the victims the tragedies el paso texas and dayton ohio,"August 04, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9914-honoring-the-victims-the-tragedies-el-paso-texas-and-dayton-ohio,memorial_half_staff
12068,proclamation,9910,captive nations week 2019,"July 19, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9910-captive-nations-week-2019,observance_designation
12069,proclamation,9909,death john paul stevens,"July 17, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9909-death-john-paul-stevens,memorial_half_staff
12071,proclamation,9907,pledge americas workers month 2019,"July 01, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9907-pledge-americas-workers-month-2019,observance_designation
12072,proclamation,9906,fathers day 2019,"June 14, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9906-fathers-day-2019,observance_designation
12073,proclamation,9905,flag day and national flag week 2019,"June 07, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9905-flag-day-and-national-flag-week-2019,public_commemoration
12074,proclamation,9904,national day remembrance the 75th anniversary d day,"June 06, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9904-national-day-remembrance-the-75th-anniversary-d-day,public_commemoration
12075,proclamation,9903,honoring the victims the tragedy virginia beach virginia,"June 01, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9903-honoring-the-victims-the-tragedy-virginia-beach-virginia,memorial_half_staff
12076,proclamation,9899,national caribbean american heritage month 2019,"May 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9899-national-caribbean-american-heritage-month-2019,observance_designation
12077,proclamation,9901,national ocean month 2019,"May 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9901-national-ocean-month-2019,observance_designation
12078,proclamation,9898,great outdoors month 2019,"May 31, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9898-great-outdoors-month-2019,observance_designation
12082,proclamation,9896,prayer for peace memorial day 2019,"May 24, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9896-prayer-for-peace-memorial-day-2019,memorial_half_staff
12083,proclamation,9895,national maritime day 2019,"May 20, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9895-national-maritime-day-2019,public_commemoration
12086,proclamation,9890,emergency medical services week 2019,"May 17, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9890-emergency-medical-services-week-2019,observance_designation
12087,proclamation,9889,national safe boating week 2019,"May 17, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9889-national-safe-boating-week-2019,observance_designation
12089,proclamation,9892,armed forces day 2019,"May 17, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9892-armed-forces-day-2019,observance_designation
12093,proclamation,9885,mothers day 2019,"May 10, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9885-mothers-day-2019,observance_designation
12094,proclamation,9884,peace officers memorial day and police week 2019,"May 10, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9884-peace-officers-memorial-day-and-police-week-2019,memorial_half_staff
12095,proclamation,9883,national defense transportation day and national transportation week,"May 10, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9883-national-defense-transportation-day-and-national-transportation-week,observance_designation
12096,proclamation,9882,national charter schools week 2019,"May 10, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9882-national-charter-schools-week-2019,observance_designation
12097,proclamation,9881,military spouse day 2019,"May 09, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9881-military-spouse-day-2019,public_commemoration
12100,proclamation,9876,national hurricane preparedness week 2019,"May 03, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9876-national-hurricane-preparedness-week-2019,observance_designation
12101,proclamation,9879,missing and murdered american indians and alaska natives awareness day,"May 03, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9879-missing-and-murdered-american-indians-and-alaska-natives-awareness-day,observance_designation
12102,proclamation,9878,public service recognition week 2019,"May 03, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9878-public-service-recognition-week-2019,public_commemoration
12103,proclamation,9875,national mental health awareness month 2019,"May 01, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9875-national-mental-health-awareness-month-2019,observance_designation
12107,proclamation,9873,loyalty day 2019,"April 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9873-loyalty-day-2019,observance_designation
12108,proclamation,9867,asian american and pacific islander heritage month 2019,"April 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9867-asian-american-and-pacific-islander-heritage-month-2019,observance_designation
12109,proclamation,9872,law day usa 2019,"April 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9872-law-day-usa-2019,public_commemoration
12110,proclamation,9871,older americans month 2019,"April 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9871-older-americans-month-2019,observance_designation
12114,proclamation,9864,national park week 2019,"April 19, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9864-national-park-week-2019,observance_designation
