case_id,child_id,assigned_family,all_child_families,candidate_label,parent_id,retrieval_sources,word5_score,word10_score,bm25_score,function_score,word5_rank,word10_rank,bm25_rank,function_rank
SHC013,4756,ieepa_action,ieepa_action,C04,5,bm25,0.00473640626296401,0.0,158.8879835931678,0.39110317826271057,825,293,3,6053
SHC013,4756,ieepa_action,ieepa_action,C05,546,bm25|word10|word5,0.40668410062789917,0.26189762353897095,349.5716241860504,0.5722320079803467,1,1,1,186
SHC013,4756,ieepa_action,ieepa_action,C06,619,bm25,0.024311522021889687,0.0017315316945314407,165.5394539969748,,71,148,2,
SHC013,4756,ieepa_action,ieepa_action,C07,517,same_family_recent,0.02452801913022995,0.003875899827107787,129.1371977375338,0.5354663729667664,70,112,62,449
SHC013,4756,ieepa_action,ieepa_action,C08,525,same_family_recent,0.02745593897998333,0.003875899827107787,124.50632427788662,0.6420451402664185,49,113,89,36
SHC013,4756,ieepa_action,ieepa_action,C09,5113,word5,0.0666540339589119,0.015451985411345959,124.2911767288409,0.6021519303321838,2,24,92,94
SHC013,4756,ieepa_action,ieepa_action,C10,4901,word10,0.04768946394324303,0.02399921417236328,124.02498184615465,0.633821427822113,23,5,94,44
SHC013,4756,ieepa_action,ieepa_action,C11,4851,word10,0.05468739941716194,0.025926241651177406,132.00024388779812,0.6409037113189697,15,3,48,38
SHC013,4756,ieepa_action,ieepa_action,C12,5146,function|word5,0.0609695240855217,0.02125491388142109,148.9571397036358,0.7078382968902588,4,16,13,5
SHC013,4756,ieepa_action,ieepa_action,C13,5171,bm25|function,0.052296172827482224,0.01939678192138672,156.08783805932487,0.7136762738227844,22,18,5,3
SHC013,4756,ieepa_action,ieepa_action,C14,4895,function,0.03770558536052704,0.006636534817516804,149.72551100144986,0.7098605632781982,31,53,12,4
SHC013,4756,ieepa_action,ieepa_action,C15,5059,function,0.054363738745450974,0.018315453082323074,143.1041194165762,0.7275554537773132,19,20,21,1
SHC013,4756,ieepa_action,ieepa_action,C16,4840,word10,0.05382674187421799,0.029802141711115837,128.30236174038757,0.674048125743866,21,2,66,15
SHC014,5968,ieepa_action,ieepa_action,C01,6570,bm25|word10|word5,0.09681903570890427,0.06412305682897568,513.5568641046726,,5,5,3,
SHC014,5968,ieepa_action,ieepa_action,C02,5977,same_family_recent,0.020813418552279472,0.005333403125405312,300.7113804117649,0.6364836692810059,19,21,12,36
SHC014,5968,ieepa_action,ieepa_action,C03,6037,bm25|function|word10|word5,0.2498367428779602,0.1833064705133438,653.8477589264081,0.7711457014083862,1,1,1,4
SHC014,5968,ieepa_action,ieepa_action,C04,1352,same_family_recent,0.003078881651163101,0.0008018780499696732,148.56271516911585,0.4539000988006592,69,54,381,1104
SHC014,5968,ieepa_action,ieepa_action,C05,6336,function|word10|word5,0.10610505938529968,0.066196508705616,492.68208073627125,0.7809414267539978,4,4,6,2
SHC014,5968,ieepa_action,ieepa_action,C06,6162,bm25|function|word10|word5,0.13600140810012817,0.0810062363743782,555.5035092957529,0.7530912160873413,2,2,2,5
SHC014,5968,ieepa_action,ieepa_action,C07,6657,bm25,0.07789510488510132,0.042230017483234406,498.30593436148473,,7,7,5,
SHC014,5968,ieepa_action,ieepa_action,C08,6425,bm25|function,0.08912861347198486,0.054756902158260345,507.9460145764233,0.7789478302001953,6,6,4,3
SHC014,5968,ieepa_action,ieepa_action,C09,6460,function|word10|word5,0.11472039669752121,0.07621275633573532,489.4107299687178,0.8020279407501221,3,3,7,1
SHC015,4809,ieepa_action,ieepa_action,C01,4981,word5,0.24303607642650604,0.09201943874359131,89.45991713954908,0.6272894144058228,5,7,36,109
SHC015,4809,ieepa_action,ieepa_action,C02,4851,bm25,0.19988229870796204,0.04468318074941635,121.30890812207653,0.7437136173248291,21,70,2,9
SHC015,4809,ieepa_action,ieepa_action,C03,5149,bm25|word5,0.25580933690071106,0.09630848467350006,119.85405903263505,0.7176613807678223,4,6,3,14
SHC015,4809,ieepa_action,ieepa_action,C04,4901,bm25,0.17093807458877563,0.04694895073771477,115.68804091705411,0.7128103971481323,26,37,5,19
SHC015,4809,ieepa_action,ieepa_action,C05,5004,function|word10|word5,0.2589871883392334,0.10970514267683029,101.556548347759,0.8035047650337219,3,3,17,1
SHC015,4809,ieepa_action,ieepa_action,C06,5146,word10,0.23910880088806152,0.09721673280000687,108.52268756844795,0.7459070086479187,7,5,12,7
SHC015,4809,ieepa_action,ieepa_action,C07,5171,function,0.22335459291934967,0.08731985837221146,101.42391577264392,0.7649688720703125,15,8,18,3
SHC015,4809,ieepa_action,ieepa_action,C08,4895,function,0.23055362701416016,0.049322277307510376,101.33492542016887,0.762738049030304,10,31,19,4
SHC015,4809,ieepa_action,ieepa_action,C09,4933,bm25|word10|word5,0.2782469391822815,0.11080373823642731,133.22073330158088,0.73507159948349,1,2,1,10
SHC015,4809,ieepa_action,ieepa_action,C10,569,same_family_recent,0.13130803406238556,0.04740732163190842,99.32647851053126,0.5052872896194458,62,33,23,2182
SHC015,4809,ieepa_action,ieepa_action,C11,5013,word10|word5,0.27043959498405457,0.11252089589834213,111.59514537272504,0.611132025718689,2,1,7,142
SHC015,4809,ieepa_action,ieepa_action,C12,5121,function,0.22791656851768494,0.08606868237257004,105.52964438665862,0.7670097947120667,11,12,14,2
SHC015,4809,ieepa_action,ieepa_action,C13,5356,function,0.1668969839811325,0.04991310462355614,93.96560492635584,0.7592501640319824,28,30,28,5
SHC015,4809,ieepa_action,ieepa_action,C14,568,same_family_recent,0.13130803406238556,0.04740732163190842,86.40937710530139,0.6463484764099121,61,32,41,65
SHC015,4809,ieepa_action,ieepa_action,C15,5143,bm25|word10,0.23910880088806152,0.09721673280000687,117.59149306223333,0.7140471339225769,6,4,4,16
