url,extracted_vesting_clause,directive_type,year,administration
https://www.presidency.ucsb.edu/documents/proclamation-7893-national-observance-the-60th-anniversary-the-end-world-war-ii-2005,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2005,George W. Bush (Second)
https://www.presidency.ucsb.edu/documents/proclamation-7887-national-park-week-2005,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2005,George W. Bush (Second)
https://www.presidency.ucsb.edu/documents/proclamation-7873-irish-american-heritage-month-2005,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2005,George W. Bush (Second)
https://www.presidency.ucsb.edu/documents/proclamation-7839-national-alzheimers-disease-awareness-month-2004,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2004,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7782-national-physical-fitness-and-sports-month-2004,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2004,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7761-womens-history-month-2004,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2004,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7752-national-sanctity-human-life-day-2004,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2004,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7727-national-hospice-month-2003,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2003,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7715-german-american-day-2003,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2003,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7704-small-business-week-2003,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2003,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7700-national-prostate-cancer-awareness-month-2003,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2003,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7625-world-freedom-day-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7608-national-cystic-fibrosis-awareness-week-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7607-general-pulaski-memorial-day-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7601-national-domestic-violence-awareness-month-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7564-world-trade-week-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7541-jewish-heritage-week-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7531-bicentennial-day-the-united-states-military-academy-west-point-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7525-american-red-cross-month-2002,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America and Honorary Chairman of the American Red Cross, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2002,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7493-national-adoption-month-2001,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2001,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7433-small-business-week-2001,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2001,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7407-national-burn-awareness-week-2001,"by virtue of the authority vested in me by the Constitution and laws of the United States of America, || Now, Therefore, I, George W. Bush, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States of America",proclamation,2001,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7403-national-day-prayer-and-thanksgiving-2001,"by the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, George W. Bush, President of the United States of America, by the authority vested in me by the Constitution and laws of the United States",proclamation,2001,George W. Bush (First)
https://www.presidency.ucsb.edu/documents/proclamation-7390-martin-luther-king-jr-federal-holiday-2001,"by virtue of the authority vested in me by the Constitution and laws of the United States, || Now, Therefore, I, William J. Clinton, President of the United States of America, by virtue of the authority vested in me by the Constitution and laws of the United States",proclamation,2001,William J. Clinton (Second)
